CASENUMBER,TYPEOFBUSINESS,TYPEOFCOMPLAINT,OPENDATE,CLOSEDATE,OUTCOME,LONGITUDE,LATITUDE
2020 194273-CC,Other (Describe in Comments),Face Covering,12/29/2020,12/29/2020,No Violation(s) Found/Inspection Performed,-88.448709,24.923983
2020 194257-CC,Other (Describe in Comments),Face Covering,12/29/2020,12/29/2020,No Violation(s) Found/Inspection Performed,-97.715818,30.20565069
2020 194171-CC,School,Over Occupancy,12/29/2020,12/29/2020,No Violation(s) Found/Inspection Performed,-97.68908675,30.33500995
2020 194162-CC,Other (Describe in Comments),Face Covering Non-Compliance - Business,12/29/2020,12/29/2020,No Violation(s) Found/Inspection Performed,-97.68097995,30.33786336
2020 194136-CC,Other (Describe in Comments),Face Covering Non-Compliance - Business,12/29/2020,12/29/2020,No Violation(s) Found/Inspection Performed,-88.448709,24.923983
2020 194121-CC,Other (Describe in Comments),Face Covering Non-Compliance - Business,12/29/2020,12/29/2020,No Violation(s) Found/Inspection Performed,-88.448709,24.923983
2020 194091-CC,Other (Describe in Comments),Social Distancing,12/29/2020,12/29/2020,No Violation(s) Found/Inspection Performed,-97.79951708,30.21515488
2020 194086-CC,Other (Describe in Comments),Over Occupancy,12/29/2020,12/30/2020,No Violation(s) Found/Inspection Performed,-97.55684192,30.29611619
2020 193938-CC,Construction Site,Face Covering,12/29/2020,12/29/2020,Referred to Appropriate Agency,-97.69615512,30.27544382
2020 193887-CC,Other (Describe in Comments),Face Covering,12/29/2020,12/29/2020,No Violation(s) Found/Inspection Performed,-97.7386979,30.30122214
2020 193886-CC,Other (Describe in Comments),Face Covering Non-Compliance - Business,12/29/2020,12/29/2020,No Violation(s) Found/Inspection Performed,-88.448709,24.923983
2020 193851-CC,Other (Describe in Comments),Over Occupancy,12/28/2020,12/31/2020,Closed due to Administrative Reasons,-97.76994277,30.21425883
2020 193845-CC,Other (Describe in Comments),Face Covering,12/28/2020,12/28/2020,No Violation(s) Found/Inspection Performed,-97.68166594,30.42862732
2020 193810-CC,Residential,Eviction,12/28/2020,1/11/2021,COVID-19/Education Provided,-97.7158693,30.36983059
2020 193808-CC,Residential,Eviction,12/28/2020,12/29/2020,COVID-19/Education Provided,-97.70206478,30.41149724
2020 193803-CC,Other (Describe in Comments),Face Covering Non-Compliance - Business,12/28/2020,12/28/2020,No Violation(s) Found/Inspection Performed,-97.7451095,30.19431166
2020 193802-CC,Other (Describe in Comments),Face Covering,12/28/2020,12/29/2020,No Violation(s) Found/Inspection Performed,-97.71848303,30.39076743
2020 193797-CC,Other (Describe in Comments),Social Distancing,12/28/2020,12/28/2020,Referred to Appropriate Agency,-97.70185944,30.41279911
2020 193749-CC,Other (Describe in Comments),Social Distancing,12/28/2020,12/28/2020,No Violation(s) Found/Inspection Performed,-88.448709,24.923983
2020 193708-CC,Other (Describe in Comments),Social Distancing,12/28/2020,12/28/2020,Closed due to Administrative Reasons,-97.70557767,30.39193445
2020 193676-CC,Other (Describe in Comments),Face Covering Non-Compliance - Business,12/28/2020,12/28/2020,No Violation(s) Found/Inspection Performed,-97.71073907,30.39085819
2020 193653-CC,Construction Site,Face Covering Non-Compliance - Business,12/28/2020,12/28/2020,No Violation(s) Found/Inspection Performed,-97.77188579,30.28085499
2020 193635-CC,Other (Describe in Comments),Face Covering,12/28/2020,12/28/2020,No Violation(s) Found/Inspection Performed,-88.448709,24.923983
2020 193626-CC,Other (Describe in Comments),Face Covering Non-Compliance - Business,12/28/2020,12/28/2020,No Violation(s) Found/Inspection Performed,-97.77583083,30.44384429
2020 193611-CC,Other (Describe in Comments),Face Covering Non-Compliance - Business,12/28/2020,12/28/2020,No Violation(s) Found/Inspection Performed,-97.69304972,30.19216748
2020 193568-CC,Restaurant,Face Covering,12/28/2020,12/28/2020,No Violation(s) Found/Inspection Performed,-97.76159559,30.26451017
2020 193561-CC,Construction Site,Face Covering Non-Compliance - Business,12/28/2020,12/28/2020,No Violation(s) Found/Inspection Performed,-97.74449801,30.24172363
2020 193553-CC,Other (Describe in Comments),Face Covering,12/28/2020,12/28/2020,No Violation(s) Found/Inspection Performed,-97.75391634,30.2697822
2020 193497-CC,Other (Describe in Comments),Face Covering,12/28/2020,12/28/2020,No Violation(s) Found/Inspection Performed,-97.74699354,30.26487904
2020 193462-CC,Other (Describe in Comments),Face Covering,12/28/2020,1/1/2021,No Violation(s) Found/Inspection Performed,-97.71402423,30.344044
2020 193403-CC,Bar,Face Covering Non-Compliance - Business,12/27/2020,12/28/2020,Closed/Duplicate Case,-97.71402423,30.344044
2020 193397-CC,Restaurant,Face Covering Non-Compliance - Business,12/27/2020,12/28/2020,No Violation(s) Found/Inspection Performed,-88.448709,24.923983
2020 193393-CC,Other (Describe in Comments),Face Covering Non-Compliance - Business,12/27/2020,12/28/2020,No Violation(s) Found/Inspection Performed,-97.70626417,30.36790424
2020 193387-CC,Restaurant,Face Covering Non-Compliance - Business,12/27/2020,12/28/2020,No Violation(s) Found/Inspection Performed,-88.448709,24.923983
2020 193383-CC,Restaurant,Over Occupancy,12/27/2020,12/27/2020,No Violation(s) Found/Inspection Performed,-97.69221403,30.35079099
2020 193382-CC,Other (Describe in Comments),Over Occupancy,12/27/2020,12/28/2020,No Violation(s) Found/Inspection Performed,-97.67694142,30.29244584
2020 193381-CC,Other (Describe in Comments),Over Occupancy,12/27/2020,12/27/2020,No Violation(s) Found/Inspection Performed,-97.74550143,30.2685399
2020 193378-CC,Other (Describe in Comments),Social Distancing,12/27/2020,12/27/2020,No Violation(s) Found/Inspection Performed,-88.448709,24.923983
2020 193376-CC,Other (Describe in Comments),Face Covering Non-Compliance - Business,12/27/2020,12/28/2020,No Violation(s) Found/Inspection Performed,-97.7756371,30.28209214
2020 193372-CC,Other (Describe in Comments),Social Distancing,12/27/2020,12/28/2020,Referred to Appropriate Agency,-97.75508846,30.2604991
2020 193348-CC,Restaurant,Face Covering Non-Compliance - Business,12/27/2020,12/28/2020,No Violation(s) Found/Inspection Performed,-97.7889771,30.13632826
2020 193339-CC,Restaurant,Social Distancing,12/27/2020,12/27/2020,No Violation(s) Found/Inspection Performed,-97.74104305,30.25250058
2020 193335-CC,School,Social Distancing,12/27/2020,12/27/2020,No Violation(s) Found/Inspection Performed,-88.448709,24.923983
2020 193330-CC,Other (Describe in Comments),Face Covering Non-Compliance - Business,12/27/2020,12/27/2020,No Violation(s) Found/Inspection Performed,-88.448709,24.923983
2020 193327-CC,Other (Describe in Comments),Over Occupancy,12/27/2020,12/27/2020,COVID-19/Education Provided,-97.74644234,30.18390939
2020 193326-CC,Other (Describe in Comments),Social Distancing,12/26/2020,12/27/2020,No Violation(s) Found/Inspection Performed,-97.60209986,30.37814267
2020 193324-CC,Other (Describe in Comments),Social Distancing,12/26/2020,12/27/2020,No Violation(s) Found/Inspection Performed,-97.69460608,30.36442773
2020 193323-CC,Other (Describe in Comments),Face Covering,12/26/2020,12/27/2020,No Violation(s) Found/Inspection Performed,-97.69550463,30.36605472
2020 193321-CC,Restaurant,Social Distancing,12/26/2020,12/27/2020,No Violation(s) Found/Inspection Performed,-97.71402423,30.344044
2020 193320-CC,Restaurant,Face Covering,12/26/2020,12/27/2020,No Violation(s) Found/Inspection Performed,-97.71402423,30.344044
2020 193319-CC,Restaurant,Face Covering Non-Compliance - Business,12/26/2020,12/27/2020,COVID-19/Verbal Warning Issued,-97.82951984,30.21291912
2020 193316-CC,Other (Describe in Comments),Social Distancing,12/26/2020,12/27/2020,No Violation(s) Found/Inspection Performed,-97.70147542,30.41256845
2020 193305-CC,Restaurant,Face Covering,12/26/2020,12/26/2020,No Violation(s) Found/Inspection Performed,-97.68951858,30.31953926
2020 193304-CC,Other (Describe in Comments),Face Covering Non-Compliance - Business,12/26/2020,12/26/2020,No Violation(s) Found/Inspection Performed,-88.448709,24.923983
2020 193299-CC,Apartment Common Area,Face Covering Non-Compliance - Business,12/26/2020,12/26/2020,No Violation(s) Found/Inspection Performed,-88.448709,24.923983
2020 193285-CC,Other (Describe in Comments),Face Covering,12/26/2020,12/26/2020,No Violation(s) Found/Inspection Performed,-97.74699354,30.26487904
2020 193273-CC,Other (Describe in Comments),Face Covering,12/26/2020,12/26/2020,No Violation(s) Found/Inspection Performed,-88.448709,24.923983
2020 193266-CC,Other (Describe in Comments),Over Occupancy,12/25/2020,12/26/2020,No Violation(s) Found/Inspection Performed,-97.70636189,30.26041924
2020 193265-CC,Other (Describe in Comments),Face Covering Non-Compliance - Business,12/25/2020,12/26/2020,No Violation(s) Found/Inspection Performed,-97.71402423,30.344044
2020 193264-CC,Other (Describe in Comments),Social Distancing,12/25/2020,12/26/2020,No Violation(s) Found/Inspection Performed,-97.71402423,30.344044
2020 193262-CC,Restaurant,Face Covering,12/25/2020,12/26/2020,No Violation(s) Found/Inspection Performed,-97.71461695,30.34513306
2020 193261-CC,Restaurant,Over Occupancy,12/25/2020,12/26/2020,No Violation(s) Found/Inspection Performed,-97.71402423,30.344044
2020 193259-CC,Other (Describe in Comments),Over Occupancy,12/25/2020,12/26/2020,No Violation(s) Found/Inspection Performed,-97.67053289,30.36832533
2020 193257-CC,Residential,Eviction,12/25/2020,12/26/2020,No Violation(s) Found/Inspection Performed,-97.69338032,30.36912585
2020 193255-CC,Other (Describe in Comments),Social Distancing,12/25/2020,12/26/2020,Referred to Appropriate Agency,-97.7022737,30.19215415
2020 193246-CC,Schools,Face Covering Non-Compliance - Business,12/25/2020,12/28/2020,No Violation(s) Found/Inspection Performed,-97.85906578,30.20659807
2020 193234-CC,Other (Describe in Comments),Over Occupancy,12/25/2020,12/26/2020,No Violation(s) Found/Inspection Performed,-97.67071695,30.22330699
2020 193233-CC,Other (Describe in Comments),Social Distancing,12/25/2020,12/26/2020,No Violation(s) Found/Inspection Performed,-97.67771496,30.30887212
2020 193232-CC,Other (Describe in Comments),Social Distancing,12/25/2020,12/26/2020,No Violation(s) Found/Inspection Performed,-97.73688368,30.15892445
2020 193230-CC,Other (Describe in Comments),Over Occupancy,12/24/2020,12/26/2020,No Violation(s) Found/Inspection Performed,-97.70147542,30.41256845
2020 193229-CC,Apartment Common Area,Social Distancing,12/24/2020,12/26/2020,No Violation(s) Found/Inspection Performed,-97.71738761,30.3730603
2020 193225-CC,Restaurant,Over Occupancy,12/24/2020,12/26/2020,No Violation(s) Found/Inspection Performed,-97.74465115,30.26633621
2020 193222-CC,Restaurant,Face Covering Non-Compliance - Business,12/24/2020,12/26/2020,No Violation(s) Found/Inspection Performed,-97.68592165,30.23358125
2020 193216-CC,Other (Describe in Comments),Over Occupancy,12/24/2020,12/26/2020,No Violation(s) Found/Inspection Performed,-97.73989739,30.30735003
2020 193212-CC,Restaurant,Face Covering,12/24/2020,12/26/2020,No Violation(s) Found/Inspection Performed,-97.74508281,30.39979991
2020 193211-CC,Other (Describe in Comments),Face Covering Non-Compliance - Business,12/24/2020,12/26/2020,No Violation(s) Found/Inspection Performed,-88.448709,24.923983
2020 193209-CC,Other (Describe in Comments),Face Covering Non-Compliance - Business,12/24/2020,12/26/2020,No Violation(s) Found/Inspection Performed,-88.448709,24.923983
2020 193201-CC,Other (Describe in Comments),Social Distancing,12/24/2020,12/26/2020,No Violation(s) Found/Inspection Performed,-97.66158763,30.45618903
2020 193200-CC,Other (Describe in Comments),Face Covering,12/24/2020,12/26/2020,No Violation(s) Found/Inspection Performed,-97.66158763,30.45618903
2020 193168-CC,Other (Describe in Comments),Face Covering Non-Compliance - Business,12/24/2020,12/26/2020,No Violation(s) Found/Inspection Performed,-97.77347512,30.20892772
2020 193166-CC,Apartment Common Area,Over Occupancy,12/23/2020,12/26/2020,No Violation(s) Found/Inspection Performed,-97.70565325,30.36960521
2020 193165-CC,Other (Describe in Comments),Social Distancing,12/23/2020,12/26/2020,No Violation(s) Found/Inspection Performed,-97.70255783,30.3819762
2020 193163-CC,Restaurant,Face Covering Non-Compliance - Business,12/23/2020,12/26/2020,No Violation(s) Found/Inspection Performed,-97.77815622,30.44572582
2020 193160-CC,Other (Describe in Comments),Social Distancing,12/23/2020,12/26/2020,No Violation(s) Found/Inspection Performed,-97.8263005,30.16879579
2020 193159-CC,Other (Describe in Comments),Social Distancing,12/23/2020,12/23/2020,Closed/Duplicate Case,-97.73989739,30.30735003
2020 193158-CC,Other (Describe in Comments),Social Distancing,12/23/2020,12/26/2020,No Violation(s) Found/Inspection Performed,-97.73989739,30.30735003
2020 193157-CC,Restaurant,Face Covering Non-Compliance - Business,12/23/2020,12/26/2020,No Violation(s) Found/Inspection Performed,-97.69673096,30.36452202
2020 193146-CC,Apartment Common Area,Over Occupancy,12/23/2020,12/26/2020,No Violation(s) Found/Inspection Performed,-97.69300551,30.36652909
2020 193144-CC,Other (Describe in Comments),Face Covering Non-Compliance - Business,12/23/2020,12/23/2020,No Violation(s) Found/Inspection Performed,-88.448709,24.923983
2020 193143-CC,Other (Describe in Comments),Face Covering,12/23/2020,12/23/2020,No Violation(s) Found/Inspection Performed,-97.68335307,30.4295807
2020 193108-CC,Other (Describe in Comments),Face Covering,12/23/2020,12/23/2020,No Violation(s) Found/Inspection Performed,-97.93874913,30.30925195
2020 193103-CC,Other (Describe in Comments),Face Covering Non-Compliance - Business,12/23/2020,12/23/2020,No Violation(s) Found/Inspection Performed,-97.79201041,30.18419774
2020 193095-CC,Other (Describe in Comments),Face Covering Non-Compliance - Business,12/23/2020,12/23/2020,No Violation(s) Found/Inspection Performed,-97.70937547,30.32257882
2020 193091-CC,Other (Describe in Comments),Over Occupancy,12/23/2020,12/23/2020,Closed/Duplicate Case,-97.73989739,30.30735003
2020 193085-CC,Other (Describe in Comments),Over Occupancy,12/23/2020,12/23/2020,Closed/Duplicate Case,-97.73989739,30.30735003
2020 193045-CC,Other (Describe in Comments),Face Covering,12/23/2020,12/23/2020,No Violation(s) Found/Inspection Performed,-97.74113345,30.29757496
2020 193025-CC,Other (Describe in Comments),Over Occupancy,12/23/2020,12/23/2020,No Violation(s) Found/Inspection Performed,-97.73989739,30.30735003
2020 192966-CC,Restaurant,Face Covering Non-Compliance - Business,12/23/2020,12/23/2020,No Violation(s) Found/Inspection Performed,-88.448709,24.923983
2020 192953-CC,Other (Describe in Comments),Face Covering,12/23/2020,12/23/2020,No Violation(s) Found/Inspection Performed,-88.448709,24.923983
2020 192935-CC,Other (Describe in Comments),Face Covering Non-Compliance - Business,12/23/2020,12/23/2020,No Violation(s) Found/Inspection Performed,-97.78510956,30.19654416
2020 192919-CC,Other (Describe in Comments),Face Covering Non-Compliance - Business,12/23/2020,12/23/2020,No Violation(s) Found/Inspection Performed,-97.7322997,30.21377134
2020 192887-CC,Restaurant,Face Covering Non-Compliance - Business,12/23/2020,12/23/2020,No Violation(s) Found/Inspection Performed,-97.69806269,30.27220553
2020 192881-CC,Other (Describe in Comments),Face Covering,12/23/2020,12/23/2020,COVID-19/Education Provided,-97.76305632,30.22511365
2020 192852-CC,Residential,Eviction,12/23/2020,1/6/2021,COVID-19/Education Provided,-97.75295726,30.27679824
2020 192844-CC,Restaurant,Face Covering,12/23/2020,12/23/2020,No Violation(s) Found/Inspection Performed,-97.75093445,30.267752
2020 192824-CC,Restaurant,Social Distancing,12/23/2020,12/23/2020,No Violation(s) Found/Inspection Performed,-97.73846092,30.26718461
2020 192802-CC,Other (Describe in Comments),Face Covering,12/23/2020,12/23/2020,No Violation(s) Found/Inspection Performed,-97.70783011,30.28946825
2020 192796-CC,Other (Describe in Comments),Face Covering Non-Compliance - Business,12/23/2020,12/23/2020,No Violation(s) Found/Inspection Performed,-97.72154606,30.26167304
2020 192785-CC,Other (Describe in Comments),Over Occupancy,12/23/2020,12/23/2020,Closed/Duplicate Case,-97.73989739,30.30735003
2020 192783-CC,Other (Describe in Comments),Face Covering Non-Compliance - Business,12/23/2020,12/23/2020,Closed/Duplicate Case,-97.73989739,30.30735003
2020 192775-CC,Other (Describe in Comments),Over Occupancy,12/23/2020,12/23/2020,No Violation(s) Found/Inspection Performed,-97.73989739,30.30735003
2020 192770-CC,Restaurant,Face Covering,12/23/2020,12/23/2020,No Violation(s) Found/Inspection Performed,-97.66688158,30.2020083
2020 192757-CC,Other (Describe in Comments),Over Occupancy,12/23/2020,12/23/2020,No Violation(s) Found/Inspection Performed,-97.73989739,30.30735003
2020 192633-CC,Other (Describe in Comments),Face Covering,12/22/2020,12/23/2020,No Violation(s) Found/Inspection Performed,-97.75025046,30.39551174
2020 192631-CC,Other (Describe in Comments),Social Distancing,12/22/2020,12/23/2020,No Violation(s) Found/Inspection Performed,-88.448709,24.923983
2020 192625-CC,Other (Describe in Comments),Face Covering Non-Compliance - Business,12/22/2020,12/23/2020,No Violation(s) Found/Inspection Performed,-97.79201041,30.18419774
2020 192621-CC,Other (Describe in Comments),Face Covering Non-Compliance - Business,12/22/2020,12/23/2020,No Violation(s) Found/Inspection Performed,-97.78578831,30.17270997
2020 192613-CC,Other (Describe in Comments),Face Covering Non-Compliance - Business,12/22/2020,12/22/2020,No Violation(s) Found/Inspection Performed,-97.71037244,30.2596494
2020 192600-CC,Other (Describe in Comments),Social Distancing,12/22/2020,12/22/2020,Referred to Appropriate Agency,-97.83383335,30.25463881
2020 192565-CC,Other (Describe in Comments),Over Occupancy,12/22/2020,12/22/2020,Referred to Appropriate Agency,-97.91331773,30.17254967
2020 192391-CC,Other (Describe in Comments),Face Covering Non-Compliance - Business,12/22/2020,12/22/2020,No Violation(s) Found/Inspection Performed,-88.448709,24.923983
2020 192326-CC,Construction Site,Face Covering Non-Compliance - Business,12/22/2020,12/22/2020,No Violation(s) Found/Inspection Performed,-97.77738486,30.21853838
2020 192305-CC,Construction Site,Face Covering,12/22/2020,12/22/2020,Closed/Duplicate Case,-97.77738486,30.21853838
2020 192287-CC,Restaurant,Face Covering Non-Compliance - Business,12/22/2020,12/22/2020,No Violation(s) Found/Inspection Performed,-97.78089488,30.20866879
2020 192255-CC,Other (Describe in Comments),Social Distancing,12/22/2020,12/22/2020,No Violation(s) Found/Inspection Performed,-97.75977883,30.21276743
2020 192181-CC,Apartment Common Area,Over Occupancy,12/22/2020,12/22/2020,No Violation(s) Found/Inspection Performed,-97.70565325,30.36960521
2020 192104-CC,Residential,Eviction,12/22/2020,1/4/2021,Closed due to Administrative Reasons,-97.83344487,30.3951553
2020 191922-CC,Other (Describe in Comments),Face Covering Non-Compliance - Business,12/21/2020,12/22/2020,No Violation(s) Found/Inspection Performed,-97.72221626,30.31793139
2020 191916-CC,Restaurant,Face Covering Non-Compliance - Business,12/21/2020,12/21/2020,No Violation(s) Found/Inspection Performed,-97.69063841,30.313057
2020 191891-CC,Other (Describe in Comments),Face Covering,12/21/2020,12/21/2020,No Violation(s) Found/Inspection Performed,-97.78869189,30.1692421
2020 191870-CC,Construction Site,Face Covering,12/21/2020,12/21/2020,No Violation(s) Found/Inspection Performed,-97.76866817,30.23743754
2020 191868-CC,Other (Describe in Comments),Face Covering Non-Compliance - Business,12/21/2020,12/21/2020,No Violation(s) Found/Inspection Performed,-97.75248162,30.20507089
2020 191866-CC,Other (Describe in Comments),Face Covering Non-Compliance - Business,12/21/2020,12/21/2020,No Violation(s) Found/Inspection Performed,-88.448709,24.923983
2020 191813-CC,Construction Site,Face Covering Non-Compliance - Business,12/21/2020,12/21/2020,No Violation(s) Found/Inspection Performed,-97.74511468,30.43105557
2020 191686-CC,Other (Describe in Comments),Over Occupancy,12/21/2020,12/21/2020,No Violation(s) Found/Inspection Performed,-97.72993457,30.30704296
2020 191547-CC,Construction Site,Face Covering Non-Compliance - Business,12/21/2020,12/21/2020,No Violation(s) Found/Inspection Performed,-97.66753689,30.39865959
2020 191406-CC,Other (Describe in Comments),Over Occupancy,12/20/2020,12/21/2020,No Violation(s) Found/Inspection Performed,-97.72624294,30.23820894
2020 191392-CC,Other (Describe in Comments),Face Covering Non-Compliance - Business,12/20/2020,12/21/2020,No Violation(s) Found/Inspection Performed,-97.76399662,30.18759352
2020 191375-CC,Other (Describe in Comments),Over Occupancy,12/20/2020,12/20/2020,No Violation(s) Found/Inspection Performed,-88.448709,24.923983
2020 191360-CC,Residential/Apartment,Over Occupancy,12/20/2020,12/20/2020,No Violation(s) Found/Inspection Performed,-97.58733503,30.22713755
2020 191356-CC,Restaurant,Face Covering Non-Compliance - Business,12/20/2020,12/20/2020,No Violation(s) Found/Inspection Performed,-97.76915462,30.19818527
2020 191352-CC,Other (Describe in Comments),Face Covering Non-Compliance - Business,12/20/2020,12/20/2020,No Violation(s) Found/Inspection Performed,-88.448709,24.923983
2020 191351-CC,Other (Describe in Comments),Face Covering,12/20/2020,12/20/2020,No Violation(s) Found/Inspection Performed,-88.448709,24.923983
2020 191350-CC,Other (Describe in Comments),Face Covering,12/20/2020,12/20/2020,No Violation(s) Found/Inspection Performed,-88.448709,24.923983
2020 191349-CC,Other (Describe in Comments),Over Occupancy,12/20/2020,12/20/2020,No Violation(s) Found/Inspection Performed,-97.75860186,30.25894114
2020 191344-CC,Restaurant,Social Distancing,12/20/2020,12/20/2020,No Violation(s) Found/Inspection Performed,-88.448709,24.923983
2020 191340-CC,Other (Describe in Comments),Face Covering Non-Compliance - Business,12/20/2020,12/20/2020,No Violation(s) Found/Inspection Performed,-88.448709,24.923983
2020 191331-CC,Restaurant,Over Occupancy,12/20/2020,12/20/2020,No Violation(s) Found/Inspection Performed,-97.74807264,30.26925188
2020 191310-CC,Residential,Eviction,12/20/2020,12/21/2020,COVID-19/Education Provided,-97.70373355,30.35302512
2020 191309-CC,Other (Describe in Comments),Face Covering Non-Compliance - Business,12/20/2020,12/20/2020,No Violation(s) Found/Inspection Performed,-97.67001376,30.46164863
2020 191308-CC,Other (Describe in Comments),Face Covering Non-Compliance - Business,12/20/2020,12/20/2020,No Violation(s) Found/Inspection Performed,-88.448709,24.923983
2020 191307-CC,Restaurant,Face Covering Non-Compliance - Business,12/20/2020,12/20/2020,No Violation(s) Found/Inspection Performed,-97.69043473,30.32028329
2020 191306-CC,Residential/Apartment,Over Occupancy,12/20/2020,12/20/2020,No Violation(s) Found/Inspection Performed,-97.76106866,30.13600929
2020 191305-CC,Residential/Apartment,Over Occupancy,12/19/2020,12/20/2020,No Violation(s) Found/Inspection Performed,-97.72794265,30.23770203
2020 191299-CC,Residential/Apartment,Social Distancing,12/19/2020,12/20/2020,No Violation(s) Found/Inspection Performed,-97.69731484,30.27596824
2020 191297-CC,Residential/Apartment,Social Distancing,12/19/2020,12/20/2020,No Violation(s) Found/Inspection Performed,-97.69770097,30.27597921
2020 191289-CC,Residential/Apartment,Over Occupancy,12/19/2020,12/20/2020,No Violation(s) Found/Inspection Performed,-88.448709,24.923983
2020 191271-CC,Restaurant,Over Occupancy,12/19/2020,12/19/2020,No Violation(s) Found/Inspection Performed,-88.448709,24.923983
2020 191258-CC,Other (Describe in Comments),Face Covering,12/19/2020,12/19/2020,No Violation(s) Found/Inspection Performed,-97.83951296,30.22362217
2020 191256-CC,Other (Describe in Comments),Face Covering Non-Compliance - Business,12/19/2020,12/19/2020,No Violation(s) Found/Inspection Performed,-88.448709,24.923983
2020 191223-CC,Restaurant,Face Covering Non-Compliance - Business,12/19/2020,12/19/2020,No Violation(s) Found/Inspection Performed,-97.76915462,30.19818527
2020 191220-CC,Other (Describe in Comments),Over Occupancy,12/19/2020,12/19/2020,No Violation(s) Found/Inspection Performed,-88.448709,24.923983
2020 191219-CC,Restaurant,Face Covering,12/19/2020,12/19/2020,No Violation(s) Found/Inspection Performed,-97.75093445,30.267752
2020 191218-CC,Restaurant,Face Covering Non-Compliance - Business,12/19/2020,12/19/2020,No Violation(s) Found/Inspection Performed,-97.75955622,30.24245288
2020 191214-CC,Other (Describe in Comments),Social Distancing,12/19/2020,12/19/2020,Referred to Appropriate Agency,-97.74719144,30.36572434
2020 191202-CC,Other (Describe in Comments),Face Covering Non-Compliance - Business,12/19/2020,12/19/2020,No Violation(s) Found/Inspection Performed,-88.448709,24.923983
2020 191186-CC,Other (Describe in Comments),Face Covering Non-Compliance - Business,12/19/2020,12/19/2020,No Violation(s) Found/Inspection Performed,-97.70932077,30.28427379
2020 191152-CC,Residential/Apartment,Social Distancing,12/18/2020,12/19/2020,No Violation(s) Found/Inspection Performed,-97.64410303,30.29237709
2020 191133-CC,Other (Describe in Comments),Social Distancing,12/18/2020,12/19/2020,No Violation(s) Found/Inspection Performed,-97.59211183,30.48753463
2020 191132-CC,Other (Describe in Comments),Face Covering Non-Compliance - Business,12/18/2020,12/19/2020,No Violation(s) Found/Inspection Performed,-88.448709,24.923983
2020 191129-CC,Other (Describe in Comments),Face Covering,12/18/2020,12/19/2020,No Violation(s) Found/Inspection Performed,-97.70932077,30.28427379
2020 191128-CC,Other (Describe in Comments),Face Covering Non-Compliance - Business,12/18/2020,12/18/2020,Closed/Duplicate Case,-88.448709,24.923983
2020 191126-CC,Other (Describe in Comments),Over Occupancy,12/18/2020,12/19/2020,No Violation(s) Found/Inspection Performed,-97.73641228,30.34465375
2020 191125-CC,Restaurant,Social Distancing,12/18/2020,12/20/2020,No Violation(s) Found/Inspection Performed,-88.448709,24.923983
2020 191123-CC,Other (Describe in Comments),Face Covering Non-Compliance - Business,12/18/2020,12/20/2020,No Violation(s) Found/Inspection Performed,-88.448709,24.923983
2020 191118-CC,Other (Describe in Comments),Face Covering,12/18/2020,12/18/2020,Closed/Duplicate Case,-97.74506626,30.26640678
2020 191117-CC,Other (Describe in Comments),Over Occupancy,12/18/2020,12/18/2020,No Violation(s) Found/Inspection Performed,-97.74506626,30.26640678
2020 191116-CC,Restaurant,Social Distancing,12/18/2020,12/19/2020,No Violation(s) Found/Inspection Performed,-97.72106145,30.40476847
2020 191114-CC,Other (Describe in Comments),Face Covering Non-Compliance - Business,12/18/2020,12/18/2020,No Violation(s) Found/Inspection Performed,-97.74184136,30.2662933
2020 191112-CC,Other (Describe in Comments),Face Covering Non-Compliance - Business,12/18/2020,12/18/2020,No Violation(s) Found/Inspection Performed,-97.73654698,30.34465801
2020 191091-CC,Other (Describe in Comments),Face Covering,12/18/2020,12/18/2020,No Violation(s) Found/Inspection Performed,-97.71629137,30.20490413
2020 191081-CC,Other (Describe in Comments),Face Covering,12/18/2020,12/19/2020,No Violation(s) Found/Inspection Performed,-88.448709,24.923983
2020 191052-CC,Other (Describe in Comments),Over Occupancy,12/18/2020,12/18/2020,No Violation(s) Found/Inspection Performed,-97.74495682,30.26701897
2020 190913-CC,Bar,Face-Covering,12/18/2020,1/2/2021,No Violation(s) Found/Inspection Performed,-97.71402423,30.344044
2020 190883-CC,Construction Site,Face Covering,12/18/2020,12/29/2020,No Violation(s) Found/Inspection Performed,-97.7671585,30.21710399
2020 190879-CC,Bar,Face-Covering,12/18/2020,1/29/2021,Closed due to Voluntary Compliance,-97.7387691,30.25804598
2020 190868-CC,Bar,Face-Covering,12/18/2020,1/29/2021,Closed due to Voluntary Compliance,-97.73818499,30.25953309
2020 190855-CC,Bar,Social Distancing,12/18/2020,1/29/2021,Closed due to Voluntary Compliance,-97.73847023,30.25876327
2020 190847-CC,Other (Describe in Comments),Face Covering Non-Compliance - Business,12/18/2020,12/18/2020,No Violation(s) Found/Inspection Performed,-88.448709,24.923983
2020 190846-CC,Bar,Social Distancing,12/18/2020,,,-97.7386722,30.25985374
2020 190828-CC,Bar,Face-Covering,12/18/2020,,,-97.74931936,30.27002512
2020 190819-CC,Other (Describe in Comments),Social Distancing,12/18/2020,12/18/2020,No Violation(s) Found/Inspection Performed,-88.448709,24.923983
2020 190812-CC,Bar,Face-Covering,12/18/2020,12/18/2020,COVID-19/Verbal Warning Issued,-97.74931936,30.27002512
2020 190801-CC,Restaurant,Face Covering Non-Compliance - Business,12/18/2020,12/18/2020,No Violation(s) Found/Inspection Performed,-88.448709,24.923983
